cfg_dataset,cfg_model,cfg_num_layers,cfg_removal_candidate_sampler,cfg_removal_neighbor_dist,"('inf_mae', 'mean')","('inf_mae', 'std')","('inf_mape', 'mean')","('inf_mape', 'std')","('calced_inf', 'mean')","('calced_inf', 'std')","('actual_inf', 'mean')","('actual_inf', 'std')","('inf_corr', 'mean')","('inf_corr', 'std')"
cornell,GCN,2,group_neighbor,5,0.02191200082190335,0.016704288338247004,94.62641164339148,126.72728022348629,0.011491452166810629,0.04204731107431367,0.001530244350433344,0.056686336838332026,0.9048847411131004,0.0
cornell,GCN,4,group_neighbor,1,0.0487959544640034,0.03408305148569062,288.26215448534555,943.0461789816106,0.002785705355927342,0.038924926498168894,-0.04146759748458858,0.018292186820040128,0.18031949815884254,0.0
cornell,GCN,4,group_neighbor,2,0.04633140522986645,0.031117168755193676,329.97890046673473,540.8982282675566,0.013911891374737015,0.041985392812755234,-0.020974705219268773,0.025251030037821913,0.22808282921011636,0.0
cornell,GCN,4,group_neighbor,3,0.03298529437743126,0.026128007596409764,268.849974207737,444.4721182245063,0.008264906900003543,0.03563439214593348,-0.00867142915725707,0.03067434078492657,0.3250097670523634,0.0
cornell,GCN,4,group_neighbor,4,0.03047660192009058,0.024586899122542385,1772.0089233422127,9666.559072727478,0.0037319243093952557,0.031893207639615444,-0.009152553081512447,0.03696933821015106,0.42449187120381104,0.0
cornell,GCN,4,group_neighbor,5,0.02835263898596165,0.022055379268817156,799.0334607593454,2289.315896874998,-0.0003206420876085701,0.03622024585273084,-0.012623438835144031,0.03809214945376178,0.5836921735535332,0.0
texas,GCN,2,group_neighbor,1,0.021083084121346473,0.015854337690542,66.048749439833,111.99008758557204,0.06577752254903313,0.03032483099602227,0.05853003740310665,0.04267923798081791,0.8073393725092882,0.0
texas,GCN,2,group_neighbor,2,0.03911703870631752,0.030465882798135568,354.47744399904616,1101.9462593630853,0.05669195272959765,0.03810142434572643,0.027873764038085926,0.04680564526151073,0.5608462678242717,0.0
texas,GCN,2,group_neighbor,3,0.029348480496555564,0.023738356800462216,229.15921594738103,771.8872216853919,0.060440609138458924,0.047600964689085395,0.04084271192550656,0.05327044145905791,0.7991969748799542,0.0
texas,GCN,2,group_neighbor,4,0.03209113512188194,0.027763542137514894,136.37520294948663,207.49565008000772,0.05473955683410165,0.044447969402809255,0.03440854787826536,0.05507726133558226,0.7371595527908219,0.0
texas,GCN,2,group_neighbor,5,0.033486809339374285,0.02801234155498852,384.0756284897034,1208.0033862198625,0.05599935689941046,0.049989808138835086,0.03307887077331542,0.05521896268991279,0.7526561709669796,0.0
texas,GCN,4,group_neighbor,1,0.0859622132405638,0.0381409383825894,559.1055733019675,1162.6892481712891,-0.05337617311626668,0.03348039868362945,0.03245858669281003,0.03392675567014759,0.3498990996242736,0.0
texas,GCN,4,group_neighbor,2,0.04745280982926484,0.03675095616142135,367.13060264176295,672.4115357088242,-0.04045132322236892,0.03349991425923704,0.004630973339080809,0.042078713338620795,0.46763837758766946,0.0
texas,GCN,4,group_neighbor,3,0.046630507442168866,0.02888086204437848,482.9640768422466,1514.6104014416424,-0.03866818259935824,0.038852843156977956,0.006839478015899652,0.037285577770183,0.6765209562523951,0.0
texas,GCN,4,group_neighbor,4,0.0519849465321749,0.037680466384492954,516.2163230773629,1028.5640015666527,-0.043910817494615874,0.03687316552999548,0.00782002925872802,0.04222146107732429,0.5445561963167208,0.0
texas,GCN,4,group_neighbor,5,0.0522966534644365,0.034947516105236685,1274.8367146474834,5128.590441223437,-0.04069079114124175,0.03763779911395976,0.010693664550781256,0.04333215828979723,0.6059262815889973,0.0
